source,relation,target,confidence,evidence
中国电信 5G 智慧矿山行业白皮书,mentions,边缘计算,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,地质保障,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-bc0fb9aa3fa09aa8""], ""snippets"": [""自主创新与开放合作；四是坚持典型示范与分类推进。 煤矿智能化发展的3个阶段性目标：即到2021年，建成多种类型、不同模式的智能化示范煤矿，初步形成煤矿开拓设计、地质保障、生产、安全等主要环节的信息化传输、自动化运行技术体系，基本实现掘进工作面减人提效、综采工作面内少人或无人操作、井下和露天煤矿固定岗位的无人值守与远程监控。到2025年，大型煤矿和灾害严重煤矿基本实现智能化，形成煤矿智能化建设技术规范与标准""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,减人,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-bc0fb9aa3fa09aa8""], ""snippets"": [""即到2021年，建成多种类型、不同模式的智能化示范煤矿，初步形成煤矿开拓设计、地质保障、生产、安全等主要环节的信息化传输、自动化运行技术体系，基本实现掘进工作面减人提效、综采工作面内少人或无人操作、井下和露天煤矿固定岗位的无人值守与远程监控。到2025年，大型煤矿和灾害严重煤矿基本实现智能化，形成煤矿智能化建设技术规范与标准体系，实现开拓设计、地质保障、采掘（剥）、运输、通风、洗选物流等系统的智能化决""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,提效,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-bc0fb9aa3fa09aa8""], ""snippets"": [""2021年，建成多种类型、不同模式的智能化示范煤矿，初步形成煤矿开拓设计、地质保障、生产、安全等主要环节的信息化传输、自动化运行技术体系，基本实现掘进工作面减人提效、综采工作面内少人或无人操作、井下和露天煤矿固定岗位的无人值守与远程监控。到2025年，大型煤矿和灾害严重煤矿基本实现智能化，形成煤矿智能化建设技术规范与标准体系，实现开拓设计、地质保障、采掘（剥）、运输、通风、洗选物流等系统的智能化决策和""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,人才,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-4c711039f89501db"", ""A06-af4262646eaf2b01""], ""snippets"": [""智能化发展奠定了一定的基础，营造了良好氛围。但目前智能化建设工作存在研发滞后于企业发展需求、智能化建设技术标准与规范缺失、技术装备保障不足、研发平台不健全、高端人才匮乏等问题。为统一思想、凝聚共识，加快推动煤矿智能化发展，由国家发展改革委、能源局等8个部委联合印发《指导意见》。 二、煤矿智能化发展的指导思想、原则和目标"", ""服务新模式，持续延伸产业链。推动煤矿智能化技术开发和应用模式创新，打造煤矿智能装备和煤矿机器人研发制造新产业，建设具有影响力的智能装备和机器人产业基地。九是加快人才培养，提高人才队伍保障能力。支持和鼓励高校加强煤矿智能化相关学科专业建设，培育一批具备相关知识技能的复合型人才，创新煤矿智能化人才培养模式，共建示范性实习实践基地。十是加强国际合作，积极参与“一带一路”建设。开展跨领域、跨学科、跨专业协同合""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,标准体系,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [], ""snippets"": []}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,灾害,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-bc0fb9aa3fa09aa8""], ""snippets"": [""节的信息化传输、自动化运行技术体系，基本实现掘进工作面减人提效、综采工作面内少人或无人操作、井下和露天煤矿固定岗位的无人值守与远程监控。到2025年，大型煤矿和灾害严重煤矿基本实现智能化，形成煤矿智能化建设技术规范与标准体系，实现开拓设计、地质保障、采掘（剥）、运输、通风、洗选物流等系统的智能化决策和自动化协同运行，井下重点岗位机器人作业，露天煤矿实现智能连续作业和无人化运输。到2035年，各类煤矿基""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,数据平台,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-af4262646eaf2b01""], ""snippets"": [""建设，促进生态环境协调发展。坚持生态优先，推进煤炭清洁生产和利用，积极推进绿色矿山建设。七是推广新一代信息技术应用，分级建设智能化平台。探索建立国家级煤矿信息大数据平台，鼓励地方政府有关部门建设信息管理云平台，推进煤炭企业建立煤矿智能化大数据应用平台。八是探索服务新模式，持续延伸产业链。推动煤矿智能化技术开发和应用模式创新，打造煤矿智能装备和煤矿机器人研发制造新产业，建设具有影响力的智能装备和机器人产业基""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,远程监控,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-bc0fb9aa3fa09aa8""], ""snippets"": [""设计、地质保障、生产、安全等主要环节的信息化传输、自动化运行技术体系，基本实现掘进工作面减人提效、综采工作面内少人或无人操作、井下和露天煤矿固定岗位的无人值守与远程监控。到2025年，大型煤矿和灾害严重煤矿基本实现智能化，形成煤矿智能化建设技术规范与标准体系，实现开拓设计、地质保障、采掘（剥）、运输、通风、洗选物流等系统的智能化决策和自动化协同运行，井下重点岗位机器人作业，露天煤矿实现智能连续作业和无人化""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,人工智能,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-4c711039f89501db""], ""snippets"": [""务公开 解读 政策解读 《关于加快煤矿智能化发展的指导意见》的政策解读 发布时间：2020/03/20 来源： 国家能源局 [ 打印 ] 为贯彻党中央国务院关于人工智能的决策部署，推动智能化技术与煤炭产业融合发展，提升煤矿智能化水平，促进我国煤炭工业高质量发展。2020年3月，由国家发展改革委、能源局、应急部、煤监局、工信部、财政部、科技部、教育部8部委联合印发了《关于加快煤矿智能化发展的指导意见》（以下""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,大数据,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-4c711039f89501db"", ""A06-af4262646eaf2b01""], ""snippets"": [""见》）。现从四个方面对《指导意见》进行政策解读。 一、《指导意见》出台背景、重要性和必要性 十九大报告提出，“加快建设制造强国，加快发展先进制造业，推动互联网、大数据、人工智能和实体经济深度融合”。十九届四中全会决定提出，“建立健全运用互联网、大数据、人工智能等技术手段进行行政管理的制度规则”。习近平总书记在2018年10月31日主持中共中央政治局第九次集体学习时，对“把握数字化、网络化、智能化融合发展"", ""山建设，促进生态环境协调发展。坚持生态优先，推进煤炭清洁生产和利用，积极推进绿色矿山建设。七是推广新一代信息技术应用，分级建设智能化平台。探索建立国家级煤矿信息大数据平台，鼓励地方政府有关部门建设信息管理云平台，推进煤炭企业建立煤矿智能化大数据应用平台。八是探索服务新模式，持续延伸产业链。推动煤矿智能化技术开发和应用模式创新，打造煤矿智能装备和煤矿机器人研发制造新产业，建设具有影响力的智能装备和机器人产""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,无人化,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-bc0fb9aa3fa09aa8""], ""snippets"": [""术规范与标准体系，实现开拓设计、地质保障、采掘（剥）、运输、通风、洗选物流等系统的智能化决策和自动化协同运行，井下重点岗位机器人作业，露天煤矿实现智能连续作业和无人化运输。到2035年，各类煤矿基本实现智能化，构建多产业链、多系统集成的煤矿智能化系统，建成智能感知、智能决策、自动执行的煤矿智能化体系。 三、煤矿智能化发展的主要任务""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,机器人,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-4c711039f89501db""], ""snippets"": [""民经济的重要组成部分，其智能化建设直接关系我国国民经济和社会智能化的进程。煤矿智能化是煤炭工业高质量发展的核心技术支撑，将人工智能、工业物联网、云计算、大数据、机器人、智能装备等与现代煤炭开发利用深度融合，形成全面感知、实时互联、分析决策、自主学习、动态预测、协同控制的智能系统，实现煤矿开拓、采掘（剥）、运输、通风、洗选、安全保障、经营管理等过程的智能化运行，对于提升煤矿安全生产水平、保障煤炭稳定供应具""]}"
《关于加快煤矿智能化发展的指导意见》政策解读,mentions,物联网,0.68,"{""source_id"": ""A06"", ""chunk_ids"": [""A06-4c711039f89501db""], ""snippets"": [""的传统能源行业，是我国国民经济的重要组成部分，其智能化建设直接关系我国国民经济和社会智能化的进程。煤矿智能化是煤炭工业高质量发展的核心技术支撑，将人工智能、工业物联网、云计算、大数据、机器人、智能装备等与现代煤炭开发利用深度融合，形成全面感知、实时互联、分析决策、自主学习、动态预测、协同控制的智能系统，实现煤矿开拓、采掘（剥）、运输、通风、洗选、安全保障、经营管理等过程的智能化运行，对于提升煤矿安全生产""]}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,常态化,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [""A03-73fec981ced12def""], ""snippets"": [""山数据融合互通，实现环境智能感知、系统智能联动、重大灾害风险智能预警，全国煤矿智能化产能占比不低于 60% ，智能化工作面数量占比不低于 30% ，智能化工作面常态化运行率不低于 80% ，煤矿、非煤矿山危险繁重岗位作业智能装备或机器人替代率分别不低于 、 20% ，全国矿山井下人员减少 10% 以上，打造一批单班作业人员不超 50 人的智能化矿山。到 2030 年，建立完备的矿山智能化技术、装备、管理""]}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,人才,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [""A03-73fec981ced12def""], ""snippets"": [""息基础设施、加快数据治理赋能、强化人工智能应用、加快危险繁重岗位、保障智能化常态化运行、强化智能化系统化提出了具体要求，明确通过加强组织协调、加大政策支持、加快人才培育、促进产业协同，多措并举，深入推进矿山智能化建设，促进矿山安全发展。 扫一扫在手机打开当前页面 责任编辑：段萌""]}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,安全风险,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [""A03-73fec981ced12def""], ""snippets"": ["" 50 人的智能化矿山。到 2030 年，建立完备的矿山智能化技术、装备、管理体系，实现矿山数据深度融合、共享应用，推动矿山开采作业少人化、无人化，有效防控重大安全风险，矿山本质安全水平大幅提升。 《指导意见》从强化顶层设计、坚持创新驱动、加快数字化进程、拓展智能化场景、提高整体应用水平 5 个方面进行了部署，对加强整体规划、完善法规标准、构建协同发展格局、加强基础研究、突破关键技术、研发核心装备、完善信""]}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,常态化运行,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [""A03-73fec981ced12def""], ""snippets"": [""山数据融合互通，实现环境智能感知、系统智能联动、重大灾害风险智能预警，全国煤矿智能化产能占比不低于 60% ，智能化工作面数量占比不低于 30% ，智能化工作面常态化运行率不低于 80% ，煤矿、非煤矿山危险繁重岗位作业智能装备或机器人替代率分别不低于 、 20% ，全国矿山井下人员减少 10% 以上，打造一批单班作业人员不超 50 人的智能化矿山。到 2030 年，建立完备的矿山智能化技术、装备、管理体系""]}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,标准体系,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [], ""snippets"": []}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,灾害,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [""A03-73fec981ced12def""], ""snippets"": ["" 经验交流 新闻发布会 公开 政府信息公开指南 政府信息公开制度 法定主动公开内容 政府信息公开年报 服务 政务服务 煤矿生产能力管理 视频 矿山安全科技 煤矿灾害等级鉴定 互动 互动留言 留言回复 > 2018 矿山智能化建设 > 工作动态 国家矿山安监局等7部门联合印发《关于深入推进矿山智能化建设 促进矿山安全发展的指导意见》 2024-05-17 10:31 来源：安全基础司 新浪微博 QQ空间""]}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,人工智能,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [""A03-73fec981ced12def""], ""snippets"": [""用水平 5 个方面进行了部署，对加强整体规划、完善法规标准、构建协同发展格局、加强基础研究、突破关键技术、研发核心装备、完善信息基础设施、加快数据治理赋能、强化人工智能应用、加快危险繁重岗位、保障智能化常态化运行、强化智能化系统化提出了具体要求，明确通过加强组织协调、加大政策支持、加快人才培育、促进产业协同，多措并举，深入推进矿山智能化建设，促进矿山安全发展。 扫一扫在手机打开当前页面 责任编辑：段萌""]}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,无人化,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [""A03-73fec981ced12def""], ""snippets"": [""一批单班作业人员不超 50 人的智能化矿山。到 2030 年，建立完备的矿山智能化技术、装备、管理体系，实现矿山数据深度融合、共享应用，推动矿山开采作业少人化、无人化，有效防控重大安全风险，矿山本质安全水平大幅提升。 《指导意见》从强化顶层设计、坚持创新驱动、加快数字化进程、拓展智能化场景、提高整体应用水平 5 个方面进行了部署，对加强整体规划、完善法规标准、构建协同发展格局、加强基础研究、突破关键技术""]}"
关于深入推进矿山智能化建设促进矿山安全发展的指导意见,mentions,机器人,0.68,"{""source_id"": ""A03"", ""chunk_ids"": [""A03-73fec981ced12def""], ""snippets"": [""全国煤矿智能化产能占比不低于 60% ，智能化工作面数量占比不低于 30% ，智能化工作面常态化运行率不低于 80% ，煤矿、非煤矿山危险繁重岗位作业智能装备或机器人替代率分别不低于 、 20% ，全国矿山井下人员减少 10% 以上，打造一批单班作业人员不超 50 人的智能化矿山。到 2030 年，建立完备的矿山智能化技术、装备、管理体系，实现矿山数据深度融合、共享应用，推动矿山开采作业少人化、无人化，""]}"
华为集团云与矿山大模型解决方案,mentions,煤流调速,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [""B09-38427fdd56e38c92""], ""snippets"": [""识，规范人员作业行为，减少安全管理对抗 • 从源头减少并消除生产过程中各类风险隐患，提升本质安全 降本增效 • 安监效率有效提升：由40%提升至80% • 智能煤流调速，单矿可节约电费10万元/年 • 重介分选密度智能控制，提升精煤产率0.2% 架 构 图 相关 华为云Stack 华为云Stack是部署在政企客户本地数据中心的云基础设施，通过持续创新，打造安全、可靠、高效的混合云，以用户视角一朵云的能力，""]}"
华为集团云与矿山大模型解决方案,mentions,人才,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [], ""snippets"": []}"
华为集团云与矿山大模型解决方案,mentions,运维,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [], ""snippets"": []}"
华为集团云与矿山大模型解决方案,mentions,一朵云,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [""B09-38427fdd56e38c92""], ""snippets"": [""率0.2% 架 构 图 相关 华为云Stack 华为云Stack是部署在政企客户本地数据中心的云基础设施，通过持续创新，打造安全、可靠、高效的混合云，以用户视角一朵云的能力，助力客户从业务上云迈向深度用云，释放数字生产力。 了解更多 鲲鹏计算 提供基于鲲鹏处理器的TaiShan服务器、鲲鹏主板及开发套件，适配各行业多样性计算、绿色计算需求，致力于打造最强算力平台。 昇腾计算 基于昇腾系列处理器，打造面向""]}"
华为集团云与矿山大模型解决方案,mentions,AI,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [], ""snippets"": []}"
华为集团云与矿山大模型解决方案,mentions,人工智能,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [], ""snippets"": []}"
华为集团云与矿山大模型解决方案,mentions,大模型,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [], ""snippets"": []}"
华为集团云与矿山大模型解决方案,mentions,工业互联网,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [], ""snippets"": []}"
华为集团云与矿山大模型解决方案,mentions,矿山大模型,0.68,"{""source_id"": ""B09"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,巡检机器人,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,无人驾驶,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,实时性,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,稳定性,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,能耗,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,节能,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,光照,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [""L01-4a5205a997e136be""], ""snippets"": [""采煤机位置检测、刮板输送机状态监测 6. **矿区地表沉降遥感监测**：基于卫星/无人机遥感影像的地表沉陷、裂缝、滑坡等灾害识别 ### 矿井特殊难点 - **光照条件极差**：井下无自然光，依赖人工照明，光源不均匀导致图像明暗差异大、阴影严重 - **煤尘/水雾遮挡**：井下煤尘浓度高、喷雾降尘产生水雾，严重干扰图像质量，导致图像退化和模糊 - **高温高湿环境**：井下温度可达 30-40°C，湿""]}"
原 MineIntel 矿业计算机应用知识库,mentions,故障,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,灾害,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,粉尘,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,遮挡,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,防爆,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,健康监测,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,智能调度,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,5G,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,数字孪生,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,机器人,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,机器视觉,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,物联网,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
原 MineIntel 矿业计算机应用知识库,mentions,计算机视觉,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [""L01-4a5205a997e136be""], ""snippets"": [""核心前沿技术在矿业领域的典型应用场景、特殊技术难点以及推荐关注的学术期刊。供 MineIntel 科研助手进行 RAG 检索和场景分析使用。 --- ## 一、计算机视觉 (Computer Vision) ### 典型应用场景 1. **井下人员检测与追踪**：基于深度学习的工人检测、行为识别（是否佩戴安全帽、是否违规操作）、人数统计、人员定位 2. **煤岩识别与智能分选**：利用机器视觉对煤炭与矸石进""]}"
原 MineIntel 矿业计算机应用知识库,mentions,边缘计算,0.68,"{""source_id"": ""L01"", ""chunk_ids"": [], ""snippets"": []}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,地质保障,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [""B03-1dd136faae8f1be7""], ""snippets"": [""分智能装备现场适用性不强。 针对关键技术装备不足的问题，《蓝皮书》提出推动新一代信息技术与煤矿场景深度融合，总结了信息基础设施向网络综合承载与数据融合应用发展、地质保障向精准探测与隐蔽致灾因素精准防控方向发展、掘进系统向数智少人化方向发展等十三项煤矿智能化科技攻关方向和重点任务，重点突破我国煤矿智能化建设中的卡脖子难题。 会议指出，第二届矿山智能化建设专家委员会成员要充分认识到矿山智能化建设面临的新形势、""]}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,减人,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [""B03-2435a74acd9b31e5""], ""snippets"": [""日，国家矿山安全监察局矿山智能化建设专家委员会对外发布的《煤矿智能化发展蓝皮书》（以下简称《蓝皮书》）指出，近年来我国煤矿智能化建设提质加速，初步实现了煤矿企业减人、增安、提效的智能化建设目标。当日还召开了国家矿山安全监察局第二届矿山智能化建设专家委员会成立大会暨第一次全体会议，对下一步工作作出安排部署。 《蓝皮书》系统梳理了我国煤矿智能化建设现状、存在问题及我国煤矿智能化科技攻关方向和重点任务。截至""]}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,增安,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [""B03-2435a74acd9b31e5""], ""snippets"": [""家矿山安全监察局矿山智能化建设专家委员会对外发布的《煤矿智能化发展蓝皮书》（以下简称《蓝皮书》）指出，近年来我国煤矿智能化建设提质加速，初步实现了煤矿企业减人、增安、提效的智能化建设目标。当日还召开了国家矿山安全监察局第二届矿山智能化建设专家委员会成立大会暨第一次全体会议，对下一步工作作出安排部署。 《蓝皮书》系统梳理了我国煤矿智能化建设现状、存在问题及我国煤矿智能化科技攻关方向和重点任务。截至一季度""]}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,提效,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [""B03-2435a74acd9b31e5""], ""snippets"": [""安全监察局矿山智能化建设专家委员会对外发布的《煤矿智能化发展蓝皮书》（以下简称《蓝皮书》）指出，近年来我国煤矿智能化建设提质加速，初步实现了煤矿企业减人、增安、提效的智能化建设目标。当日还召开了国家矿山安全监察局第二届矿山智能化建设专家委员会成立大会暨第一次全体会议，对下一步工作作出安排部署。 《蓝皮书》系统梳理了我国煤矿智能化建设现状、存在问题及我国煤矿智能化科技攻关方向和重点任务。截至一季度末，全""]}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,5G,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [], ""snippets"": []}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,AI,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [""B03-cfaebbf93d6cd485""], ""snippets"": [""，被券商下调盈利预期 财经早报：美国又威胁征收“半导体关税”！中概股有望回流，香港表示“准备好了” 4月14日美股成交额前20：英伟达计划在美生产5000亿美元AI设备 股海导航_2025年4月15日_沪深股市公告与交易提示 关税又要变？特朗普，最新发声！美股巨震 4月14日增减持汇总：中国能建等9股增持 暂无减持（表） 税期资金面迎大考 货币环境有望保持平稳 多家银行下调存款利率 进入“1时代” 银""]}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,人工智能,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [], ""snippets"": []}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,大数据,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [], ""snippets"": []}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,工业互联网,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [], ""snippets"": []}"
国家矿山安全监察局：我国煤矿智能化发展取得明显成效,mentions,机器人,0.68,"{""source_id"": ""B03"", ""chunk_ids"": [], ""snippets"": []}"
智慧矿山 5G 自动驾驶白皮书,mentions,可用性,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [], ""snippets"": []}"
智慧矿山 5G 自动驾驶白皮书,mentions,可靠性,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [], ""snippets"": []}"
智慧矿山 5G 自动驾驶白皮书,mentions,互联互通,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [], ""snippets"": []}"
智慧矿山 5G 自动驾驶白皮书,mentions,人才,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [], ""snippets"": []}"
智慧矿山 5G 自动驾驶白皮书,mentions,5G,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [], ""snippets"": []}"
智慧矿山 5G 自动驾驶白皮书,mentions,AI,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [], ""snippets"": []}"
智慧矿山 5G 自动驾驶白皮书,mentions,V2X,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [""B13-f2ce1a0d8c18b011""], ""snippets"": [""委员会 理事会管理办法 当前位置: 首页 >> 正文 《智慧矿山5G自动驾驶白皮书》发布！附下载链接 2020年8月25日， IMT-2020(5G)推进组C-V2X工作组 在“5G+智慧矿山论坛”上正式发布《 智慧矿山5G自动驾驶白皮书 》。白皮书由中国信息通信研究院牵头，矿山企业、电信运营商、设备商、工程机械厂商、自动驾驶解决方案商、研究机构等共同参与撰写完成，系统阐述了矿山5G自动驾驶应用概念内涵""]}"
智慧矿山 5G 自动驾驶白皮书,mentions,人工智能,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [], ""snippets"": []}"
智慧矿山 5G 自动驾驶白皮书,mentions,自动驾驶,0.68,"{""source_id"": ""B13"", ""chunk_ids"": [], ""snippets"": []}"
有色金属行业智能工厂（矿山）建设指南（试行）解读,mentions,无人驾驶,0.68,"{""source_id"": ""A08"", ""chunk_ids"": [""A08-09913577b0afbda0""], ""snippets"": [""智能、5G、边缘计算、虚拟现实等前沿技术在有色企业的应用，并给出了具体的应用场景，如，要基于5G网络大带宽的优势，利用ADAS（高级驾驶辅助系统）技术，开展矿山无人驾驶系统建设；利用人工智能、机器学习等技术建立关键设备和生产工序的虚拟仿真模型，通过建设人工智能配料等系统指导实际生产；利用大数据技术对客户的分布、行业、类型、来源、资质、风险等进行全面分析，深度挖潜客户需求，为企业经营决策提供支撑。 九、企业""]}"
有色金属行业智能工厂（矿山）建设指南（试行）解读,mentions,常态化,0.68,"{""source_id"": ""A08"", ""chunk_ids"": [""A08-09913577b0afbda0""], ""snippets"": [""员工从经济性、适用性、先进性等角度做好实施方案以及项目质量与进度的把关。同时，依托项目对企业员工进行智能制造宣贯和培训，培养运维队伍。 企业要做好保障措施，建立常态化运行机制。智能制造与企业的愿景、商业模式、管理体制、文化息息相关，为保障达到预期效果，企业要根据《指南》中基础支撑要求，完善组织、资金、人才等方面的保障措施，加强组织领导，设置专职管理及技术运维岗位，制定专项资金使用管理制度，加大人才引进和""]}"
有色金属行业智能工厂（矿山）建设指南（试行）解读,mentions,成本,0.68,"{""source_id"": ""A08"", ""chunk_ids"": [""A08-81b668eb9029dc16""], ""snippets"": [""性化需求多等问题，智能矿山、冶炼工厂、加工工厂指南以保证生产连续为核心，指导企业打通消费与生产、供应与制造、产品和服务间的信息通道，整合信息资源，降低供应链综合成本。鼓励有条件的企业发展服务型制造，创新服务模式，推动设备远程运维、能源合同管理等工业APP优先上云，为行业其他企业提供服务，有效延伸企业产业链。 四是基于工业大数据的协同创新平台建设。 针对有色金属企业数据价值挖掘不够、工艺技术和企业管理受""]}"
有色金属行业智能工厂（矿山）建设指南（试行）解读,mentions,能耗,0.68,"{""source_id"": ""A08"", ""chunk_ids"": [""A08-9ead15494ed32e18""], ""snippets"": [""自动化程度不高、选矿多工艺环节协同难等问题，鼓励企业通过矿山资源数字化、采选生产过程智能控制、本质安全集成化管理、矿山虚拟仿真，建立具有工艺流程优化、动态排产、能耗管理等功能的智能生产系统，构建以“矿石流”为主线的高度集成化、智能化、扁平化的矿山生产运营管理模式。智能冶炼工厂指南针对有色冶炼企业在火法熔炼、余热锅炉、烟气收尘等重点工序流程协同困难、无法预测和自调节、调整粗放生产波动大、过程控制反应滞后""]}"
